"","ID","birth_year","latino_dum","race","race_text","sex","sex_orient","LI1_pointless","LI2_parentssaidso","LI3_forcedbyparents","LI4_forcedbyteachers","LI5_noschool","LI6_promisedgifts","LI7_avoidscolding","PEI1_lookbetter","PEI2_getbettergrade","PEI3_lookhardworker","PEI4_performbetter","PEI5_notlookincompetent","PEI6_provesmart","PEI7_notfeelfailure","PGI1_notlearnwell_","PGI2_mistake","PGI3_notfinishhw","IdI1_valuelearning","IdI2_impforgoals","IdI3_impstudyconsistently","IdI4_toreachfoals","InI1_knowpurpose","InI2_understandmyself","InI3_defineinterests","InI4_overcomechallenges","InI5_getconfidence","InI6_findpurpose","InI7_tohelpothers","InI8_findworld","InI9_findcareers","InI10_getdesiretolearn","InI11_wannalearn","CHECK1","EAA1","EAA2","EAA3","EAA4","EAA5","EAA6","EAA7","EAA8","EAA9","EAA10","EAA11","EAA12","EAA13","CS1","CS2","CS3","CS4","CS5","CS6","CS7","CS8","CS9","CHECK2","PER1","PER2","PER3","PER4","PER5","MA1","MA2","MA3","MA4","MA5","MA6","MA7","MA8","MA9","CHECK3","SA1","SA2","SA3","SA4","SA5","SA6","SA7","SA8","SA9","SA10","TA1","TA2","TA3","TA4","TA5","TA6","TA7","TA8","TA9","TA10","choice","type_of_task","atitude_towards_math","good_at_math","joy_min","joy_max","joy_mean","joy_fre","anx_min","anx_max","anx_mean","anx_fre","joy_percentage","anxiety_percentage","N_h","N_m","N_l","N_wrong","AvgScore","TotalScore","state","atitude_towards_literacy","good_at_literacy","sumscore","RT","Time_self_relience","Time_help_seeking","Time_low_persis","vec_variables"
"11",4654,2001,"N_latino","White",NA,"Female","straight","Vdisagree","Vdisagree","Vdisagree","Vdisagree","Vdisagree","Vdisagree","Vdisagree",4,5,5,4,4,2,2,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,1,5,"pass","Vagree",1,1,5,1,5,2,4,1,1,1,1,1,5,2,1,4,5,4,1,5,"agree","pass","Vagree",5,5,3,5,"lowA",2,1,1,5,1,2,3,1,"pass","verymuch",1,4,1,1,1,1,4,2,4,1,4,2,1,2,2,4,2,4,"never","Y_Choice",0,1,1,36,99,84,9,90,99,96,34,4.74,17.89,1,5,0,6,1.166666667,7,"on site",3,3,19,48.28,26,515,0,NA
"12",4315,2000,"N_latino","White",NA,"Female","straight","soso","soso","soso","disagree","soso","Vdisagree","soso",2,3,3,2,2,2,4,2,3,4,4,2,2,4,2,2,2,2,2,2,4,3,2,2,4,"pass","soso",2,2,3,3,4,3,2,2,2,3,2,2,5,3,3,3,5,3,3,3,"disagree","pass","soso",4,3,1,4,"someA",4,2,3,4,2,3,4,2,"pass","notatall",3,1,3,1,1,3,2,2,2,2,2,2,2,4,2,2,2,3,"often","N_Choice",0,1,1,34,99,90,23,21,99,66,38,17.16,28.36,0,7,4,11,0.636363636,7,"on site",3,3,14,41.52,0,444,230,NA
"13",4156,2000,"N_latino","White",NA,"Female","straight","Vdisagree","Vdisagree","Vdisagree","Vdisagree","Vdisagree","Vdisagree","disagree",3,2,4,4,4,4,4,4,4,5,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,"pass","Vagree",2,2,4,2,4,2,4,1,2,2,2,1,3,1,2,4,4,3,2,3,"Vdisagree","pass","agree",5,4,2,4,"lowA",4,1,1,2,1,3,1,1,"pass","verymuch",1,4,1,1,1,2,4,1,4,1,3,2,1,4,2,3,2,3,"often","N_Choice",0,1,1,24,99,74,8,69,99,93,113,0.84,11.93,0,13,3,16,0.8125,13,"on site",3,3,9,50.04,0,795,156,NA
"14",4717,2000,"N_latino","White",NA,"Female","straight","Vdisagree","Vdisagree","Vdisagree","disagree","Vdisagree","Vdisagree","Vdisagree",2,4,3,4,4,4,3,3,4,5,5,5,4,4,3,3,4,4,5,2,5,3,5,4,4,"pass","Vagree",1,2,4,3,4,2,5,1,2,2,2,2,5,4,1,4,5,1,2,5,"disagree","pass","agree",4,2,5,4,"someA",5,1,5,4,1,1,1,3,"pass","moderately",1,3,3,1,4,4,3,3,3,3,4,2,2,3,2,2,1,2,"often","N_Choice",0,0,1,0,0,0,0,22,98,57,28,0,5.61,1,2,11,14,0.285714286,4,"on site",3,3,11,30.48,25,63,339,NA
"15",4603,1999,"N_latino","White",NA,"Female","straight","Vdisagree","soso","disagree","disagree","disagree","Vdisagree","agree",4,4,5,5,4,2,4,2,4,5,5,5,2,4,4,4,4,4,4,2,3,2,5,3,2,"pass","Vagree",1,2,2,2,4,4,2,1,2,2,2,2,5,2,3,2,4,4,2,5,"agree","pass","Vagree",4,4,2,4,"lowA",3,1,3,4,1,1,4,2,"pass","somewhat",1,2,1,1,2,2,2,2,2,3,2,2,1,3,3,2,2,3,"sometimes","N_Choice",0,1,1,26,99,62,2,90,99,95,36,0.55,9.84,2,1,1,4,1.25,5,"on site",3,3,21,36.16,57,64,121,NA
"16",4405,2000,"N_latino","White",NA,"Female","straight","Vdisagree","disagree","Vdisagree","Vdisagree","disagree","disagree","Vdisagree",2,4,2,4,1,4,5,4,5,5,5,5,5,5,4,4,5,4,5,4,5,4,5,4,4,"pass","Vagree",3,1,5,3,5,2,4,2,2,2,1,2,4,4,2,1,5,3,1,5,"agree","pass","Vagree",5,4,4,5,"someA",5,2,5,3,2,2,3,4,"pass","somewhat",4,2,4,4,4,4,2,4,2,4,2,3,1,4,3,2,2,2,"often","N_Choice",0,1,1,21,99,92,103,22,99,76,86,16.17,13.5,3,5,1,9,1.222222222,11,"on site",3,3,16,52.8,209,292,100,NA
"17",4324,1999,"N_latino","White",NA,"Female","straight","Vdisagree","disagree","disagree","disagree","Vdisagree","Vdisagree","soso",3,3,3,2,2,4,5,4,2,5,4,5,5,5,3,5,5,5,4,5,5,4,5,4,5,"pass","Vagree",1,2,4,1,4,2,5,1,2,2,2,3,5,2,1,3,5,2,1,5,"Vdisagree","pass","Vagree",4,3,5,4,"lowA",2,1,2,2,1,1,2,1,"pass","moderately",2,2,2,1,1,3,2,1,3,1,2,1,2,1,3,3,3,3,"sometimes","N_Choice",1,1,1,0,0,0,0,52,98,68,11,0,26.19,6,3,0,9,1.666666667,15,"on site",3,3,16,24.28,150,168,0,NA
"18",4264,1999,"N_latino","Black",NA,"Female","straight","Vdisagree","disagree","disagree","Vdisagree","disagree","disagree","soso",1,2,1,2,4,1,5,5,4,5,4,5,4,5,5,5,5,5,5,3,5,5,5,4,4,"pass","Vagree",1,1,4,2,4,4,4,2,2,1,1,1,5,3,2,4,5,3,3,4,"soso","pass","Vagree",5,5,4,5,"lowA",5,1,5,3,1,1,5,2,"pass","somewhat",3,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,3,"sometimes","N_Choice",0,0,1,23,95,54,10,21,98,55,91,0.43,3.94,0,9,1,10,0.9,9,"on site",1,1,15,49.28,0,580,88,NA
"19",4681,1999,"N_latino","White",NA,"Female","straight","Vdisagree","disagree","Vagree","disagree","Vdisagree","Vdisagree","disagree",4,4,4,4,4,4,4,3,4,4,4,5,3,5,4,4,4,3,5,2,3,3,5,3,4,"pass","Vagree",1,2,2,2,4,4,3,2,1,2,2,3,5,3,3,4,4,3,2,5,"disagree","pass","agree",4,2,2,4,"lowA",2,1,2,2,1,1,1,1,"pass","moderately",2,3,2,1,1,1,2,2,3,1,3,2,1,1,2,4,1,3,"never","N_Choice",0,1,1,0,0,0,0,22,99,78,41,0,13.95,2,1,2,5,1,5,"on site",1,1,20,37.96,82,69,107,NA
"20",4525,2000,"N_latino","White",NA,"Female","straight","disagree","disagree","Vdisagree","Vdisagree","Vdisagree","disagree","Vdisagree",5,5,5,5,5,5,5,2,5,5,4,5,2,5,4,4,5,4,5,4,5,4,5,4,4,"pass","Vagree",1,1,1,2,4,4,4,2,1,2,2,1,5,5,5,4,4,5,5,5,"Vdisagree","pass","Vagree",5,4,2,4,"lowA",4,1,4,2,1,1,4,1,"pass","verymuch",4,3,4,2,2,1,2,1,3,4,3,2,2,3,2,3,3,1,"often","N_Choice",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,18.13,6,0,3,9,1.333333333,12,"on site",1,1,16,44.76,318,0,289,NA
"21",4477,1999,"N_latino","White",NA,"Female","straight","Vdisagree","agree","Vdisagree","Vdisagree","Vdisagree","Vdisagree","agree",2,4,4,5,4,3,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,"pass","Vagree",1,2,5,2,4,2,4,2,1,1,1,1,4,4,3,2,5,3,1,4,"agree","pass","Vagree",5,4,1,5,"lowA",4,1,3,4,1,3,4,2,"pass","moderately",1,4,2,1,1,1,3,1,4,3,3,1,1,3,4,4,1,3,"never","Y_Choice",0,0,0,33,99,90,75,22,99,78,58,23.89,18.46,5,4,0,9,1.555555556,14,"on site",1,1,16,28.44,176,289,0,NA
"22",4510,2001,"N_latino","White",NA,"Female","straight","Vdisagree","disagree","Vdisagree","disagree","disagree","disagree","disagree",4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,4,4,4,5,4,5,4,4,5,5,"pass","Vagree",2,2,4,2,2,4,4,2,2,2,2,2,2,4,4,2,4,4,2,4,"disagree","pass","agree",4,4,3,4,"lowA",3,2,3,3,1,2,4,1,"pass","moderately",2,3,3,1,2,2,3,3,3,2,2,1,1,2,3,3,2,4,"sometimes","Y_Choice",1,1,1,25,99,81,27,90,99,95,61,6.4,14.45,3,2,0,5,1.6,8,"on site",0,0,20,40.8,199,195,0,NA
"23",4624,1998,"N_latino","White",NA,"Female","straight","Vdisagree","disagree","disagree","Vdisagree","Vdisagree","Vagree","soso",2,1,4,2,1,3,4,4,4,5,5,5,5,5,5,4,5,4,5,3,5,3,5,3,4,"pass","Vagree",1,1,2,1,5,4,3,3,1,2,2,2,4,3,3,4,5,3,4,4,"Vagree","pass","soso",3,4,3,3,"lowA",4,1,3,4,1,2,3,1,"pass","verymuch",2,4,1,1,2,1,3,2,3,2,3,2,2,2,2,4,1,3,"sometimes","Y_Choice",0,0,0,0,0,0,0,49,85,66,8,0,36.36,11,2,0,13,1.846153846,24,"on site",1,1,12,44.2,471,274,0,NA
"24",4750,1999,"N_latino","White",NA,"Female","straight","Vdisagree","Vagree","disagree","Vdisagree","Vdisagree","Vdisagree","Vagree",3,3,3,3,5,5,4,4,2,4,4,5,5,5,4,3,4,5,4,4,5,3,5,4,4,"pass","Vagree",1,4,4,1,5,3,3,2,2,1,1,2,5,3,3,2,5,3,3,4,"Vdisagree","pass","agree",4,5,2,4,"lowA",5,1,5,3,1,1,5,2,"pass","somewhat",1,2,1,1,2,1,2,1,3,2,2,1,2,4,2,2,2,2,"always","Y_Choice",1,0,0,23,99,88,13,77,99,90,3,25.49,5.88,7,0,8,15,0.933333333,14,"on site",1,1,10,30.4,193,0,352,NA
"25",4222,1999,"N_latino","White",NA,"Female","straight","Vdisagree","disagree","Vdisagree","Vdisagree","disagree","soso","agree",5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,4,5,"pass","Vagree",1,1,3,2,5,4,4,2,1,1,1,1,4,2,4,4,5,5,4,5,"disagree","pass","Vagree",5,2,4,5,"lowA",3,1,3,3,1,1,5,1,"fail","somewhat",1,3,2,1,1,1,3,1,3,2,3,2,2,3,2,3,2,3,"sometimes","Y_Choice",1,1,1,22,99,78,22,22,99,73,75,3.72,12.67,5,6,1,12,1.333333333,16,"on site",0,2,13,52.48,288,522,55,NA
"26",4555,2000,"N_latino","White",NA,"Female","straight","Vdisagree","agree","Vdisagree","disagree","disagree","Vdisagree","agree",4,3,4,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,4,3,4,4,"pass","Vagree",1,2,4,4,4,1,4,2,1,2,1,1,5,5,3,2,4,3,2,5,"disagree","pass","agree",5,3,1,4,"someA",3,2,3,5,1,2,4,1,"pass","verymuch",1,3,1,1,1,1,4,1,4,1,3,2,2,3,2,3,1,3,"sometimes","Y_Choice",0,1,1,24,92,67,4,90,98,93,5,9.3,11.63,3,6,1,10,1.2,12,"on site",1,1,15,28.04,96,340,3,NA
"27",3634,2001,"N_latino","White",NA,"Female","straight","disagree","Vdisagree","Vdisagree","Vdisagree","Vdisagree","Vdisagree","disagree",2,5,2,5,4,2,4,2,2,2,4,5,5,5,4,4,4,2,4,4,4,2,5,2,4,"pass","soso",1,2,1,2,4,4,2,2,2,2,2,2,5,4,4,5,4,1,2,4,"disagree","pass","agree",4,2,2,4,"abitA",5,2,5,4,2,4,5,3,"fail","moderately",1,2,1,1,1,1,2,1,3,3,3,2,2,3,2,3,2,3,"often","N_Choice",0,0,0,25,99,76,4,36,99,73,36,1.4,12.59,2,2,2,6,1,6,"on site",1,1,19,42.4,85,161,141,NA
"28",4210,1999,"N_latino","White",NA,"Female","straight","agree","soso","Vdisagree","agree","disagree","soso","agree",2,3,2,3,4,2,3,3,4,4,4,5,4,5,4,5,4,3,4,5,5,3,5,3,4,"pass","agree",2,3,3,3,5,4,3,4,3,4,2,3,4,4,4,3,5,2,1,4,"Vdisagree","pass","Vagree",5,2,3,4,"lowA",4,1,4,3,2,4,5,1,"pass","somewhat",3,3,3,1,3,2,2,3,2,3,3,2,2,2,1,2,2,3,"always","N_Choice",0,0,0,77,99,95,26,58,99,88,93,2.14,7.66,2,9,0,11,1.181818182,13,"on site",1,2,14,42.72,64,638,0,NA
"29",4507,1999,"N_latino","White",NA,"Female","straight","disagree","disagree","disagree","disagree","disagree","Vdisagree","disagree",2,2,2,2,4,4,4,3,4,4,4,4,3,4,5,5,5,4,4,5,4,5,4,3,4,"pass","agree",2,2,3,2,2,2,4,2,2,2,2,2,4,2,4,4,4,2,1,4,"disagree","pass","soso",3,2,2,4,"lowA",3,1,3,2,2,4,5,1,"pass","somewhat",2,2,1,1,1,2,3,1,2,2,3,2,2,2,2,2,2,3,"never","N_Choice",0,0,0,23,23,23,1,21,99,65,70,0.33,23.41,4,1,0,5,1.8,9,"on site",1,1,20,44.56,153,165,0,NA
"30",4219,1999,"N_latino","White",NA,"Female","straight","Vdisagree","Vdisagree","disagree","disagree","Vdisagree","disagree","Vdisagree",2,2,2,4,3,2,3,2,2,2,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,"pass","Vagree",1,2,5,2,4,2,4,2,1,2,2,2,4,1,4,1,5,3,1,4,"disagree","pass","Vagree",5,5,5,5,"lowA",4,1,3,2,1,1,3,1,"pass","verymuch",2,2,1,1,2,1,2,1,4,2,3,2,2,2,2,3,2,4,"sometimes","Y_Choice",0,1,1,24,99,88,31,90,99,97,144,4.38,20.37,13,0,0,13,2,26,"on site",0,1,12,45.44,515,0,0,NA
"31",4309,1999,"N_latino","White",NA,"Female","straight","Vdisagree","disagree","Vdisagree","Vdisagree","Vdisagree","agree","disagree",3,5,3,4,5,4,4,4,4,5,4,4,4,4,4,4,5,5,5,3,4,4,5,5,4,"pass","agree",1,2,4,3,4,2,4,2,1,1,1,2,3,2,3,3,4,3,2,3,"soso","pass","agree",3,4,4,5,"lowA",4,1,4,2,1,1,3,2,"pass","moderately",1,3,3,1,2,2,3,3,3,2,3,1,1,2,2,3,2,3,"sometimes","Y_Choice",0,1,1,39,98,74,6,22,99,89,37,1.24,7.68,5,2,4,11,1.090909091,12,"on site",1,1,14,45,197,160,246,NA
"32",4816,1985,"N_latino","Black",NA,"Female","straight","Vdisagree","Vdisagree","Vdisagree","Vdisagree","Vdisagree","Vdisagree","agree",3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"pass","Vagree",3,2,5,2,4,4,5,2,2,2,2,1,4,4,3,3,5,4,4,4,"soso","pass","Vagree",5,5,2,5,"moderateA",4,2,5,4,3,2,5,1,"pass","somewhat",4,2,3,2,1,1,2,2,2,2,3,3,2,2,2,2,2,3,"often","Y_Choice",1,1,1,77,77,77,1,91,99,95,30,0.22,6.84,5,4,1,10,1.4,14,"on site",0,0,15,59,330,551,101,NA
"33",4513,2000,"N_latino","Black",NA,"Female","straight","Vdisagree","Vdisagree","disagree","disagree","Vdisagree","agree","agree",5,4,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,4,5,2,4,5,5,2,4,"pass","Vagree",2,1,2,4,4,5,2,2,2,2,2,2,4,4,4,4,2,4,2,5,"Vagree","pass","agree",4,5,2,4,"lowA",5,1,5,5,2,4,5,2,"pass","somewhat",2,2,2,1,1,1,3,1,2,3,2,3,2,4,2,2,2,3,"often","N_Choice",0,0,0,0,0,0,0,90,99,97,56,0,9.05,13,1,0,14,1.928571429,27,"on site",1,1,11,38.16,578,85,0,NA
"34",4048,2000,"N_latino","White",NA,"Female","straight","Vdisagree","Vdisagree","disagree","disagree","agree","Vdisagree","disagree",4,2,2,4,4,2,4,4,4,5,5,5,5,5,2,4,5,5,5,4,4,2,5,4,5,"pass","Vagree",1,1,4,2,4,4,4,1,1,1,1,2,5,1,2,2,5,4,2,5,"disagree","pass","Vagree",4,4,4,4,"lowA",4,1,5,1,2,1,5,1,"pass","moderately",2,2,2,1,2,1,3,1,3,2,3,1,2,3,2,3,2,3,"often","N_Choice",0,0,0,34,98,81,21,21,99,77,148,2.78,19.6,1,7,1,9,1,9,"on site",1,1,16,46.12,33,525,54,NA
"35",4789,1999,"N_latino","White",NA,"Female","straight","Vdisagree","disagree","disagree","disagree","Vdisagree","Vdisagree","disagree",2,5,2,5,2,3,4,2,2,3,4,5,5,5,5,4,5,4,5,5,5,5,4,4,5,"pass","Vagree",3,2,4,2,4,2,3,2,2,2,2,2,4,2,4,3,5,4,1,5,"Vdisagree","pass","Vagree",4,4,4,5,"lowA",3,1,4,2,1,2,5,1,"pass","verymuch",1,3,3,1,1,1,3,1,3,2,4,1,2,3,2,4,1,3,"sometimes","N_Choice",0,0,0,21,99,68,26,21,99,73,154,5.95,35.24,2,5,0,7,1.285714286,9,"on site",1,1,18,39.8,69,326,0,NA
"36",4447,2000,"N_latino","Black",NA,"Male","straight","disagree","Vdisagree","soso","Vdisagree","agree","Vdisagree","soso",3,4,3,3,2,1,4,3,4,2,3,5,4,4,5,3,4,4,4,4,4,3,3,3,4,"pass","agree",2,2,3,3,4,1,3,1,2,2,2,2,3,2,3,1,4,2,2,3,"Vdisagree","pass","agree",3,2,2,4,"someA",5,1,5,4,1,3,2,1,"pass","verymuch",1,3,3,1,1,1,4,1,4,1,4,1,1,2,1,4,3,4,"sometimes","Y_Choice",1,1,1,0,0,0,0,21,99,73,37,0,35.58,11,1,1,13,1.769230769,23,"on site",1,1,12,20.64,276,45,71,NA
"37",4202,1999,"Y_latino","White",NA,"Female","straight","Vdisagree","Vdisagree","soso","disagree","disagree","Vdisagree","Vagree",1,1,1,3,4,1,2,2,2,4,4,5,4,5,4,4,5,4,5,5,4,4,5,5,4,"pass","Vagree",1,1,1,1,5,4,2,1,1,2,1,2,4,4,3,2,5,3,2,5,"Vdisagree","pass","agree",4,1,2,4,"lowA",4,1,3,2,1,1,3,2,"pass","verymuch",3,4,1,1,2,2,2,1,3,2,3,1,2,2,2,3,2,3,"often","Y_Choice",0,1,1,0,0,0,0,25,99,85,112,0,18.18,3,4,2,9,1.111111111,10,"on site",NA,NA,16,47.24,257,183,192,NA
